O3,PM10,PM2.5,PM2.5Diff,DayWeek,Hour,PRS,RAINF,RH,SR,TOUT,WSR,WDV,CONT
4,119,20,9,5,7,717.3,0,88,0.074,20.05,2.7,338,0
24,192,11,24,5,11,720.7,0,69,0.704,21.35,18.4,360,0
25,201,35,8,5,12,720.8,0,65,0.49,20.65,17.2,359,0
26,122,27,1,5,13,720.6,0,62,0.52,20.9,17,359,0
24,134,28,14,5,14,720.6,0,61,0.282,20.06,18.2,3,0
22,137,42,28,5,15,720.7,0,61,0.047,18.24,15.1,356,1
26,111,14,9,5,16,720.9,0,61,0.047,18.08,15.5,351,0
24,88,5,3,5,17,721.4,0,59,0.04,18.09,11.2,348,0
20,63,8,2,5,18,722,0,61,0.016,17.62,9.6,343,0
19,75,10,40,5,19,722.6,0,61,0,17.28,8.6,354,0
21,61,50,11,5,20,723.3,0,61,0,16.99,8.7,357,1
18,57,39,25,5,21,724.1,0,62,0,16.75,8.8,352,0
27,63,14,8,5,22,724.6,0,59,0,16.52,10.4,355,0
28,62,6,5,5,23,724.8,0,53,0,16.4,7.2,335,0
22,41,11,15,6,0,725.1,0,59,0,15.4,3.4,9,0
17,61,26,15,6,1,725.4,0,61,0,15.67,2.6,20,0
7,58,11,13,6,2,725.3,0,63,0,15.55,1.5,196,0
4,77,24,7,6,3,725.4,0,62,0,16.01,1.1,136,0
4,101,17,2,6,4,725.4,0,62,0,16.15,3.3,35,0
3,136,19,15,6,5,725.7,0,69,0,15.47,2.3,26,0
3,134,34,23,6,6,726.1,0,65,0.001,14.87,2.3,332,0
31,75,11,3,6,9,726.5,0,47,0.445,20.26,3.2,37,0
42,66,8,2,6,10,726.3,0,42,0.599,20.97,4.1,57,0
45,63,6,6,6,11,726,0,40,0.68,21.68,5,42,0
50,61,12,2,6,12,725.3,0,38,0.73,22.42,6.1,93,0
51,86,10,2,6,13,724.5,0,34,0.748,23.51,6,98,0
52,64,8,1,6,14,723.6,0,31,0.689,24.59,5.7,105,0
62,77,7,10,6,16,722.5,0,24,0.419,25.23,8.7,94,0
74,92,17,2,6,17,722.5,0,26,0.233,24.88,10.7,117,0
51,117,19,8,6,18,722.7,0,28,0.038,23.85,11.7,114,0
29,110,27,16,6,19,723.3,0,29,0,22.39,11.5,108,0
19,130,11,9,6,20,723.9,0,32,0,20.87,9.5,121,0
19,95,20,12,6,21,724.4,0,33,0,20.41,8.4,119,0
18,86,8,1,6,22,724.4,0,33,0,20.01,7.7,119,0
17,81,9,3,6,23,724.4,0,37,0,19.13,8.8,108,0
27,105,6,11,7,0,724.1,0,38,0,18.25,9.1,113,0
25,49,17,25,7,1,723.8,0,39,0,17.18,5.1,102,0
11,54,42,1,7,2,723.5,0,48,0,15.1,3.8,28,1
13,102,41,26,7,3,723.3,0,53,0,13.94,2.8,351,1
7,60,15,5,7,4,723.4,0,54,0,13.75,4.4,340,0
4,64,10,2,7,5,723.4,0,57,0,12.9,3.9,319,0
4,61,8,2,7,6,723.7,0,56,0.002,12.88,3.3,309,0
6,65,10,29,7,7,723.8,0,56,0.099,14.62,4,319,0
25,106,39,2,7,9,724.2,0,49,0.458,18.9,4.2,350,0
34,104,41,10,7,10,724,0,42,0.613,21.68,3.6,20,1
44,123,31,12,7,11,723.4,0,40,0.717,22.95,4.9,24,0
49,95,19,12,7,12,722.7,0,38,0.765,24.2,6.9,93,0
54,111,31,21,7,13,722,0,39,0.751,25.4,8.4,106,0
68,111,10,19,7,14,721.2,0,39,0.679,26.19,10.8,107,0
47,108,29,18,7,16,720.2,0,39,0.39,27.29,13.7,115,0
42,90,11,27,7,17,720.2,0,39,0.215,27.19,13.5,108,0
36,79,38,12,7,18,720.5,0,39,0.041,26.38,12.6,112,0
23,100,26,40,7,19,720.9,0,42,0,24.93,10.1,111,0
19,116,66,39,7,20,721.3,0,50,0,23.93,8.9,111,1
12,116,27,20,7,21,721.7,0,54,0,22.21,7.7,83,0
12,137,47,21,7,22,722.1,0,58,0,19.75,5.1,59,1
13,88,26,4,7,23,722.3,0,64,0,18.14,4,83,0
10,87,30,7,1,0,722.1,0,69,0,16.99,2.4,45,0
5,85,23,4,1,1,721.7,0,72,0.001,16.58,3.4,22,0
15,121,19,5,1,2,721.3,0,76,0,15.83,3.4,1,0
6,62,24,14,1,3,721,0,77,0.001,15.61,3.2,321,0
10,75,10,4,1,4,720.7,0,78,0.002,15.38,3.7,322,0
8,61,6,17,1,5,720.9,0,80,0,15.03,3.5,322,0
4,64,23,0,1,6,721.1,0,82,0.003,14.68,3,298,0
8,69,23,27,1,7,721.2,0,80,0.101,17.58,1.4,3,0
18,229,50,18,1,9,721.6,0,57,0.458,23.57,4.6,83,1
33,195,68,26,1,10,721.7,0,49,0.607,25.47,6.2,50,1
56,179,42,3,1,11,721.6,0,42,0.723,27.62,5.7,99,1
76,155,39,6,1,12,721.1,0,41,0.773,28.35,8.9,121,0
86,139,33,10,1,13,720.6,0,41,0.77,28.72,11.5,114,0
89,115,23,14,1,14,720.1,0,41,0.699,29.17,13.5,105,0
72,126,37,15,1,15,719.6,0,40,0.577,29.54,15.4,107,0
48,143,22,2,1,16,719.5,0,40,0.414,29.67,15.6,108,0
38,93,24,8,1,17,719.6,0,46,0.224,29.32,14,107,0
34,77,32,26,1,18,719.8,0,49,0.045,28.29,14.3,107,0
26,92,6,6,1,19,720.3,0,50,0,26.9,11.8,112,0
20,86,12,7,1,20,720.9,0,56,0,25.72,9,107,0
16,95,5,59,1,21,721.4,0,61,0,24.17,7.8,95,0
18,96,64,45,1,22,721.6,0,72,0,21.77,7.4,97,1
19,91,19,2,1,23,721.6,0,78,0,19.94,6.4,87,0
15,84,17,1,2,0,721.4,0,83,0,18.62,3.3,19,0
13,71,16,15,2,1,721.1,0,84,0,18.35,4.6,26,0
19,55,31,18,2,3,720.6,0,89,0,16.75,1.8,4,0
6,47,13,5,2,5,720.7,0,89,0,16.76,3.9,323,0
4,59,18,13,2,6,721.2,0,90,0.004,16.18,4.1,347,0
12,119,5,3,2,8,721.8,0,82,0.282,19.76,5.6,320,0
18,104,8,12,2,9,722.2,0,75,0.463,21.76,6.1,340,0
30,119,20,35,2,10,722.4,0,69,0.613,23.71,5.1,15,0
39,102,55,21,2,11,722.5,0,61,0.7,25.83,5.1,67,1
53,103,34,25,2,12,722.1,0,55,0.771,26.59,8,106,0
59,95,9,45,2,13,721.4,0,52,0.755,28.09,9.2,92,0
88,123,54,8,2,14,720.6,0,50,0.69,28.62,12.9,98,1
52,177,46,25,2,15,719.9,0,42,0.579,29.39,15.9,111,1
42,134,21,6,2,16,719.6,0,45,0.406,29.62,14.9,107,0
32,98,27,16,2,17,719.7,0,49,0.223,28.78,14.3,96,0
28,111,11,22,2,18,719.9,0,48,0.046,27.71,13.3,91,0
19,120,33,15,2,19,720.4,0,49,0,26.67,8.2,102,0
18,117,18,31,2,20,720.9,0,55,0,25.65,11.3,111,0
20,110,49,2,2,21,721.2,0,72,0,23.58,14.5,112,1
19,106,47,16,2,22,721.3,0,82,0,21.95,14.3,104,1
20,101,31,15,2,23,721,0,87,0,20.86,13.5,104,0
19,72,16,3,3,0,720.9,0,89,0,20.17,8.7,88,0
18,68,13,6,3,1,720.4,0,91,0,19.63,7.4,96,0
18,62,7,2,3,2,719.9,0,93,0,19.21,6.6,94,0
18,90,9,1,3,3,719.5,0,94,0,18.98,6.1,82,0
18,65,8,64,3,4,719.3,0,94,0,19.03,4.9,85,0
16,87,72,35,3,5,719.6,0,94,0,19.04,4.2,51,1
10,112,37,32,3,7,720.3,0,93,0.036,18.88,4.6,73,0
14,97,69,21,3,8,720.7,0,92,0.097,19.34,5.1,70,1
16,95,48,10,3,9,720.7,0,88,0.149,20.1,5.3,86,1
22,121,38,23,3,10,720.8,0,80,0.253,21.33,4.9,65,0
26,112,15,14,3,11,720.6,0,76,0.231,22.17,5.3,72,0
35,95,29,5,3,12,720.1,0,72,0.219,23.02,4.2,38,0
36,80,24,4,3,13,719.6,0,71,0.205,23.05,5.2,12,0
39,97,20,1,3,14,719,0,68,0.345,23.77,7,67,0
41,104,21,30,3,15,718.3,0,65,0.34,24.29,8.9,107,0
42,98,51,18,3,16,717.9,0,65,0.231,24.3,8.9,103,1
36,107,69,45,3,17,717.9,0,65,0.079,23.94,8.7,109,1
25,95,24,12,3,18,717.9,0,69,0.031,23.35,8.6,101,0
18,123,36,15,3,19,718,0,72,0,22.77,8.1,102,0
10,116,51,14,3,20,718.3,0,73,0,22.41,6.4,112,1
7,132,37,30,3,21,718.5,0,76,0,21.97,5.5,121,0
14,125,7,25,3,22,718.5,0,76,0,22.06,7.8,128,0
17,90,32,1,3,23,718.3,0,76,0,22.05,8.4,126,0
19,76,31,1,4,0,718,0,79,0,21.42,7.8,102,0
16,82,30,3,4,1,717.3,0,84,0,20.7,8.1,112,0
14,103,33,25,4,2,716.6,0,88,0,19.93,5.8,81,0
13,68,58,37,4,3,716.4,0,92,0,18.92,4,42,1
11,57,21,2,4,4,716.1,0,94,0,18.98,3.4,21,0
9,96,19,8,4,5,716.2,0,94,0,19.12,3.3,36,0
9,100,27,8,4,8,718.1,0,94,0.102,19.48,6.4,352,0
35,61,19,31,4,11,718,0,67,0.535,25.66,7.5,30,0
30,77,50,33,4,12,717.5,0,72,0.56,24.76,11.8,103,1
32,111,17,27,4,13,716.8,0,73,0.527,24.7,14.5,108,0
35,114,44,25,4,14,716.4,0,72,0.641,24.77,14.3,116,1
39,112,19,15,4,15,716,0,69,0.517,25.66,13.1,126,0
40,99,34,33,4,16,715.7,0,67,0.354,26.04,12.7,115,0
47,94,67,15,4,17,715.8,0,67,0.179,25.8,11.8,121,1
41,107,52,42,4,18,716.2,0,70,0.038,25.07,11.1,116,1
37,117,10,41,4,19,716.7,0,71,0,24.43,8.8,103,0
31,135,51,3,4,20,716.9,0,73,0,24.06,6.8,97,1
22,163,54,12,4,21,717.5,0,74,0,23.65,4.1,94,1
3,204,42,26,4,22,717.9,0,78,0,22.54,1.2,50,1
5,208,68,28,4,23,717.9,0,79,0,22.16,4.1,73,1
12,161,96,32,5,0,717.9,0,84,0,21.34,6.9,94,1
12,118,64,37,5,1,717.7,0,89,0,20.49,3.6,97,1
6,123,27,12,5,2,717.4,0,91,0,19.72,3.3,30,0
6,97,39,7,5,3,717.3,0,93,0,18.96,3.6,16,0
7,89,46,2,5,4,717.3,0,95,0,18.57,3.6,349,1
7,115,44,22,5,5,717.4,0,96,0,18.5,3.2,312,1
9,124,66,19,5,6,717.9,0,96,0.001,19.06,4.2,324,1
8,158,47,29,5,7,718.3,0,96,0.067,19.87,3,282,1
15,118,18,6,5,8,718.7,0,91,0.205,21.55,4.3,304,0
19,106,12,29,5,9,718.9,0,80,0.386,23.43,4.6,333,0
37,191,41,8,5,10,718.8,0,68,0.553,26.6,3.7,315,1
59,203,33,2,5,11,718.4,0,57,0.65,28.74,3.9,56,0
78,180,35,28,5,12,717.9,0,52,0.732,29.73,6.9,95,0
59,161,7,19,5,13,717.3,0,58,0.733,29.72,9.9,99,0
81,147,26,54,5,14,716.7,0,57,0.669,29.87,12.7,97,0
65,172,80,40,5,15,716.1,0,51,0.553,30.47,13.1,102,1
61,133,40,7,5,16,715.9,0,50,0.387,30.72,13.4,105,0
40,129,47,11,5,17,716,0,49,0.211,30.58,14.3,108,1
30,96,36,12,5,18,716.2,0,54,0.042,29.65,13.9,108,0
22,107,48,4,5,19,716.6,0,57,0,28.59,11.5,107,1
15,111,44,24,5,20,717.1,0,62,0,27.45,10.8,110,1
15,105,20,4,5,21,717.7,0,69,0,26.12,12.5,108,0
19,106,24,48,5,22,718.1,0,79,0,24.37,14.4,104,0
15,92,72,1,5,23,718.1,0,86,0,23.11,11.7,107,1
14,79,73,49,6,0,717.9,0,90,0,22.33,9,104,1
15,76,24,10,6,1,717.5,0,92,0,21.74,6.8,104,0
15,125,34,11,6,2,717.1,0,93,0,21.26,4.8,94,0
13,71,45,22,6,3,716.8,0,94,0,20.88,2.6,72,1
14,121,23,12,6,4,716.9,0,95,0,20.69,2.5,25,0
12,76,11,20,6,6,717.4,0,95,0,20.87,3.4,51,0
9,65,31,7,6,7,717.8,0,94,0.014,21.11,3.3,40,0
12,88,24,29,6,8,718.1,0,91,0.053,21.5,3.6,26,0
15,82,53,46,6,9,718.4,0,87,0.151,22.38,4.1,10,1
19,84,7,3,6,10,718.7,0,81,0.307,23.92,5.4,312,0
33,67,10,35,6,11,718.8,0,75,0.683,25.54,5.6,7,0
46,57,45,6,6,12,718.3,0,69,0.747,27.18,6.1,51,1
56,78,39,4,6,13,717.7,0,65,0.713,28.03,6.8,55,0
62,109,35,4,6,14,717.2,0,62,0.651,29.16,7.4,60,0
48,96,39,20,6,15,716.9,0,60,0.52,30.24,6,56,0
46,75,59,0,6,16,716.9,0,59,0.354,30.52,6.1,43,1
42,60,59,25,6,17,717.3,0,63,0.162,29.67,7.1,77,1
37,119,84,43,6,18,718,0,65,0.023,28.53,9.9,108,1
27,99,41,5,6,19,718.8,0,68,0,27.72,11.6,103,1
21,110,46,24,6,20,719.5,0,69,0,27.45,9.2,103,1
18,100,22,26,6,21,720.3,0,70,0,27.23,6.1,110,0
18,109,48,25,6,22,720.7,0,71,0,26.86,3.4,76,1
18,109,73,45,6,23,721,0.01,78,0,25.57,10,101,1
16,66,28,12,7,0,721.1,0.04,87,0,24.04,9.1,107,0
15,69,40,30,7,1,721.2,0.11,90,0,23.14,8.8,109,0
13,30,10,31,7,2,720.9,0,93,0,22.31,8.9,109,0
11,115,41,19,7,3,720.8,0.01,94,0,21.85,10.8,110,1
14,54,22,14,7,4,720.9,0.08,95,0,21.36,9.3,122,0
14,102,36,24,7,5,721.2,0.12,96,0,21.19,7.7,120,0
21,129,12,2,7,7,723.3,0.06,95,0.004,17.8,14,360,0
24,16,10,4,7,10,725.1,0.03,92,0.092,16.25,11.8,348,0
24,16,14,3,7,11,725.4,0.02,93,0.123,16.06,8.9,343,0
24,24,11,5,7,12,725.3,0.02,93,0.097,15.63,8.5,357,0
25,20,6,16,7,13,724.7,0,94,0.129,15.25,8.5,4,0
19,30,22,12,7,16,722.8,0.03,94,0.039,14.69,8.4,357,0
17,31,10,2,7,17,722.9,0.02,95,0.018,14.28,8.7,352,0
16,32,12,0,7,18,723.1,0.02,96,0.004,13.97,7.4,347,0
15,30,12,22,7,19,723.4,0.03,96,0,13.82,5,4,0
10,36,34,27,7,20,723.5,0.03,96,0,13.93,4.8,6,0
20,50,7,2,7,22,723.4,0,96,0,14.53,8.7,101,0
20,25,5,24,1,4,721.4,0.01,96,0,14.09,4.8,336,0
16,37,29,1,1,9,720.5,0,96,0.235,16.19,7.7,123,0
21,42,28,18,1,10,719.9,0,93,0.304,17.59,7.8,113,0
33,43,10,2,1,11,719.1,0,84,0.586,19.55,8.2,112,0
37,40,8,11,1,12,718.2,0,76,0.739,21.57,8.9,114,0
40,39,19,14,1,13,717.6,0,74,0.627,22.57,7.6,109,0
43,39,33,24,1,14,716.6,0,72,0.58,24.01,7.9,103,0
36,42,9,33,1,15,715.9,0,68,0.399,25.2,9.1,102,0
30,66,42,16,1,16,715.5,0,68,0.258,25.33,10.3,100,1
27,72,26,4,1,17,715.5,0,70,0.156,25.14,11.3,102,0
19,67,30,2,1,18,715.6,0,73,0.04,24.6,7,91,0
13,69,28,7,1,19,715.7,0,77,0.002,23.63,6.4,87,0
10,92,35,1,1,20,716.1,0,81,0.001,22.97,7.9,90,0
12,84,36,5,1,21,716.6,0,84,0,22.49,9.9,98,0
12,88,41,19,1,22,717,0,88,0,21.82,10.8,99,1
10,63,22,7,1,23,716.8,0,92,0,21.25,7.5,103,0
10,79,15,6,2,0,716.8,0,93,0,20.8,4.1,87,0
10,80,21,4,2,1,716.6,0,94,0,20.47,3,72,0
10,80,25,7,2,2,716.3,0,95,0,20.22,4.6,93,0
10,110,32,11,2,3,716.1,0,95,0,20.01,4.9,101,0
9,86,21,0,2,4,716.2,0,96,0,19.67,5.4,103,0
6,94,21,3,2,5,716.4,0,96,0,19.53,3.3,101,0
4,111,24,5,2,6,717,0,96,0,19.46,2.7,40,0
5,80,19,14,2,7,717.8,0,96,0.011,19.46,3.6,29,0
7,74,33,22,2,8,718.3,0,96,0.032,19.58,3.4,70,0
8,58,11,16,2,9,718.5,0,96,0.031,19.78,4.2,109,0
7,82,27,20,2,10,718.8,0.04,96,0.071,20.16,1.8,76,0
11,71,7,20,2,11,718.8,0,96,0.14,21.6,3.4,109,0
23,27,27,7,2,12,718.5,0,93,0.31,22.75,7.6,105,0
28,112,20,5,2,13,718.1,0,82,0.421,24.16,7.9,106,0
30,103,15,11,2,14,717.5,0,78,0.45,24.87,8.2,92,0
40,86,26,29,2,15,716.9,0,75,0.323,25.23,8.9,111,0
30,100,55,39,2,16,716.8,0,76,0.225,25.06,10.2,120,1
29,91,16,12,2,17,716.9,0,74,0.115,24.84,9.9,117,0
22,82,28,31,2,18,717,0,74,0.026,24.46,6.6,106,0
12,133,59,27,2,19,717.1,0,76,0.002,24.01,6.3,97,1
3,142,86,46,2,20,717.8,0,81,0.003,23.11,3.9,48,1
3,169,40,10,2,21,718.2,0,84,0,22.01,1,356,0
3,191,50,31,2,22,718.6,0,86,0,21.91,2.5,44,1
5,199,19,1,2,23,718.7,0,85,0,22.49,5.5,88,0
12,132,20,0,3,0,718.6,0,87,0,22.08,5,107,0
12,73,20,41,3,1,718,0,89,0,21.22,3.9,99,0
7,88,61,49,3,2,717.9,0,93,0,20.42,3.5,26,1
11,100,12,9,3,3,717.6,0,94,0,20.23,1.8,88,0
9,72,21,18,3,4,717.4,0,95,0,19.92,3.4,71,0
7,75,39,15,3,5,717.5,0,95,0,19.56,3.8,67,0
5,109,24,9,3,6,717.7,0,96,0.001,19.22,4.9,103,0
4,75,33,15,3,7,718.4,0,96,0.014,18.95,4.4,68,0
6,95,18,2,3,8,718.8,0,96,0.071,18.87,2.7,71,0
9,142,16,26,3,9,719.2,0,96,0.13,19.98,1.9,38,0
13,141,42,9,3,10,719.4,0,96,0.179,21.29,2.5,31,1
21,106,51,18,3,11,719.5,0,92,0.181,21.89,3.2,52,1
34,135,33,10,3,12,719.5,0,85,0.31,22.81,3.4,64,0
44,92,43,3,3,13,719,0,76,0.395,24.92,3,77,1
64,115,40,34,3,14,718.5,0,71,0.566,25.83,7.5,119,0
59,97,74,39,3,15,718.1,0,71,0.408,26.19,9.2,114,1
36,86,35,11,3,16,717.7,0,68,0.279,26.38,12,117,0
26,64,24,13,3,17,717.9,0,68,0.131,26.07,11.9,121,0
21,130,37,2,3,18,717.9,0,69,0.045,25.64,9.1,115,0
16,108,35,15,3,19,717.9,0,71,0,25.09,8.3,106,0
8,162,50,16,3,20,718.2,0,75,0,24.44,6.6,102,1
9,149,34,10,3,23,718.5,0,84,0.002,21.99,9.8,101,0
8,111,24,21,4,0,718.4,0,86,0.019,20.94,6,92,0
7,87,45,19,4,2,717.9,0,90,0.014,19.59,1.3,22,1
7,65,26,28,4,4,717.4,0,93,0.015,19.19,2.9,27,0
5,88,54,12,4,5,717.4,0,94,0.093,19.03,3.8,27,1
3,120,42,27,4,6,717.7,0,95,0.042,18.99,1.4,33,1
3,73,15,21,4,7,717.8,0,96,0.079,19.12,1.7,64,0
5,72,36,6,4,8,718,0,96,0.06,19.57,3.6,58,0
7,125,42,5,4,9,718.2,0,96,0.058,19.92,3.4,70,1
8,115,37,8,4,10,718.3,0,95,0.067,20.24,3,34,0
13,115,45,25,4,11,718.3,0,93,0.121,21.53,2.9,105,1
13,112,70,2,4,12,717.8,0,89,0.125,21.43,4.7,79,1
18,165,68,52,4,13,717.2,0,86,0.232,22.19,5.6,102,1
41,153,16,25,4,14,716.5,0,79,0.52,24.41,5.7,121,0
39,128,41,27,4,15,715.8,0,71,0.453,26.03,8.4,123,1
31,91,14,3,4,16,715.3,0,70,0.299,26.4,10.4,122,0
28,87,11,17,4,17,715.1,0,69,0.17,26.61,10.5,122,0
22,68,28,5,4,18,714.9,0,71,0.041,26.15,8.2,119,0
13,128,33,27,4,19,715.2,0,74,0,25.46,6,92,0
5,196,60,15,4,20,715.9,0,78,0,24.84,4.1,37,1
3,178,75,18,4,21,717.7,0.01,81,0,24.42,4.4,8,1
5,185,93,72,4,22,716.4,0.01,88,0.011,22.95,6.6,51,1
11,94,21,21,4,23,717.4,0.04,87,0.001,22.36,5.1,98,0
7,87,42,8,5,0,718.7,0.04,89,0,21.75,2.7,331,1
5,83,50,25,5,1,718.4,0.02,92,0.011,21.26,1.4,152,1
8,68,25,13,5,2,716.8,0,92,0.003,21.5,10.2,133,0
10,58,12,22,5,3,715.6,0,89,0,21.55,9.6,119,0
10,73,34,8,5,4,715.5,0,89,0,20.11,5.7,20,0
3,53,42,1,5,5,715.8,0,92,0,19.01,1.1,313,1
3,73,43,25,5,6,716.1,0,93,0.003,19.12,1.3,310,1
3,65,18,10,5,7,716.5,0,94,0.078,20.12,2.3,289,0
5,92,8,47,5,8,716.6,0,89,0.214,22.8,1.2,302,0
11,70,55,12,5,9,716.7,0,78,0.452,25.13,3.9,323,1
27,109,43,3,5,10,716.5,0,69,0.597,27.53,5.1,332,1
47,113,40,24,5,11,716.3,0,61,0.713,29.81,4,40,0
65,101,16,52,5,12,716.1,0,54,0.68,31.21,4.8,91,0
79,112,68,40,5,13,715.7,0,52,0.69,31.63,7.8,106,1
74,110,28,49,5,14,715.1,0,54,0.597,31.97,9.6,101,0
88,125,77,5,5,15,714.6,0,55,0.443,32.01,10.1,116,1
83,128,72,16,5,16,714.5,0,54,0.363,31.85,11.9,109,1
59,108,56,12,5,17,714.7,0,54,0.176,31.22,11.9,110,1
30,105,44,13,5,18,715.3,0,59,0.041,29.8,10.9,104,1
16,124,31,9,5,19,716,0,63,0,28.95,8.2,101,0
6,174,40,21,5,21,716.5,0,71,0,27.35,2.7,90,0
3,212,61,6,5,22,716.5,0,75,0,26.23,3.3,45,1
11,166,55,16,5,23,716.7,0,78,0,24.91,3.6,64,1
12,133,39,1,6,0,716.8,0,80,0,24.32,4.2,43,0
12,108,40,29,6,1,717.3,0,84,0,23.99,4.5,358,0
13,98,11,18,6,2,718.2,0,83,0,24.12,3.5,332,0
19,83,29,24,6,5,720.2,0.43,92,0.002,19.29,4.8,327,0
14,31,5,9,6,6,720.3,0,92,0.002,19.61,7.3,301,0
10,31,14,2,6,7,720.4,0,89,0.132,20.85,4.4,246,0
27,41,12,7,6,10,720.6,0,63,0.525,28.29,2.2,179,0
36,70,5,8,6,13,719.8,0,57,0.485,27.87,12.1,111,0
35,83,13,13,6,15,719.2,0,61,0.221,27,11,123,0
31,95,26,1,6,16,718.8,0,64,0.338,26.68,12.9,127,0
30,74,27,6,6,17,718.6,0,68,0.154,25.78,11.4,126,0
26,78,33,14,6,18,718.7,0,73,0.027,24.64,8.7,127,0
22,103,19,9,6,19,719,0,76,0,24.06,9.1,114,0
20,87,28,1,6,20,719.6,0,78,0,23.7,8.7,122,0
15,112,29,4,6,21,720,0,77,0,23.81,5.7,132,0
20,111,33,6,6,22,720.2,0,79,0,23.48,6.8,124,0
20,42,27,9,6,23,720,0,83,0,22.95,5.8,118,0
14,99,18,11,7,0,720,0,86,0,22.4,4.4,96,0
17,60,29,20,7,2,720,0.02,94,0.016,20.7,4.6,73,0
16,12,9,3,7,3,719.1,0,95,0.194,20.54,4.8,79,0
15,53,12,16,7,4,718.4,0.01,96,0.129,20.56,4.8,110,0
12,64,28,20,7,5,719.1,0,96,0.208,20.54,4.2,33,0
10,85,48,10,7,6,719.6,0,96,0.197,20.5,4,48,1
7,101,38,20,7,7,719.9,0,96,0.116,20.7,3.7,80,0
9,65,18,28,7,8,720.4,0,96,0.207,20.94,6.3,93,0
39,107,46,24,7,12,719.4,0,79,0.304,24.08,7.2,104,1
37,119,22,4,7,13,718.7,0,73,0.577,25.38,8.6,98,0
37,77,26,4,7,14,717.7,0,69,0.424,25.83,10.2,105,0
33,182,30,10,7,15,717,0,68,0.25,25.68,10.4,114,0
26,71,20,6,7,16,717,0,69,0.127,25.44,9.7,106,0
20,64,26,36,7,17,717,0,72,0.049,25.03,7.7,125,0
14,79,62,11,7,18,717.2,0.04,84,0.314,23.04,4.9,72,1
11,78,51,45,7,19,717.6,2.4,91,0.032,21.8,5.6,0,1
9,20,6,22,7,21,718.2,0,96,0,19.41,4,316,0
4,41,28,4,1,2,717.7,0,95,0,19.64,4.1,99,0
16,49,24,6,1,3,717.3,0,95,0,19.29,9.7,114,0
7,51,18,4,1,6,717.7,0.13,96,0,19.06,5.5,221,0
4,47,22,3,1,7,716.8,0,96,0.053,19.71,3.6,106,0
5,88,19,12,1,8,717,0,96,0.105,20.47,4,21,0
11,38,7,14,1,9,717.4,0,95,0.203,20.82,5.4,42,0
23,22,21,7,1,11,717,0,87,0.333,22.95,4.2,34,0
33,103,14,2,1,13,716.3,0,78,0.423,24.53,6.3,3,0
39,87,16,7,1,14,715.4,0,75,0.445,25.52,4.7,47,0
50,84,23,14,1,15,714.7,0,71,0.517,26.57,6.2,109,0
49,66,9,42,1,16,713.8,0,71,0.369,26.56,12,110,0
33,99,51,4,1,17,713.8,0,76,0.13,25.55,11.7,104,1
22,79,55,48,1,18,714,0,80,0.091,24.92,9.9,110,1
51,110,7,27,2,12,718.1,0,69,0.655,26.2,6.6,110,0
54,119,34,11,2,13,717.7,0,66,0.702,27.27,7.8,107,0
57,77,45,4,2,14,717.2,0,64,0.532,27.59,10.2,109,1
47,69,49,41,2,15,716.7,0,66,0.48,27.65,10.1,109,1
36,79,8,23,2,16,716.3,0,65,0.357,27.97,10.5,111,0
29,63,31,0,2,17,716.4,0,66,0.159,27.51,10.5,109,0
25,57,31,1,2,18,716.7,0,70,0.033,26.71,9.4,112,0
16,101,30,14,2,19,717.2,0,74,0.002,26.04,7.1,106,0
7,149,44,15,2,20,718,0,79,0,24.97,6.7,70,1
14,127,29,7,2,22,719.1,0,84,0,23.71,9.7,107,0
15,42,36,15,2,23,719.2,0,87,0.002,23.1,9.9,104,0
17,104,21,18,3,0,718.7,0,89,0.001,22.25,5.5,113,0
14,98,39,29,3,1,718.5,0,88,0.001,21.91,4.1,15,0
12,72,10,37,3,2,718.6,0,90,0.023,21.64,5.7,15,0
15,57,47,28,3,3,718.6,0,92,0,21.38,4.3,36,1
13,55,19,9,3,5,718.9,0,90,0.013,21.11,3.5,83,0
9,97,10,19,3,6,719.1,0,89,0.019,21.19,2.5,32,0
7,91,29,7,3,7,719.9,0,88,0.019,21.06,8.1,348,0
19,86,22,10,3,8,721.1,0.11,91,0.203,18.62,12.4,1,0
29,27,12,1,3,11,722,0,72,0.28,21.77,8.7,355,0
36,44,13,3,3,14,720.6,0,66,0.339,21.75,10.2,24,0
30,36,16,13,3,15,720.1,0,72,0.152,21.07,9.2,85,0
22,55,29,8,3,16,720,0,84,0.086,19.66,8.5,120,0
19,78,37,26,3,17,720,0,84,0.054,19.67,7.3,120,0
20,78,11,3,3,18,720.4,0,85,0.009,19.17,8.7,118,0
22,66,8,10,3,19,720.7,0,84,0,18.97,8.2,118,0
21,62,18,1,3,20,720.7,0,83,0,19.16,5.4,107,0
18,64,19,12,3,21,720.7,0,81,0,19.32,3.6,100,0
6,84,31,8,3,22,720.7,0,83,0,18.99,4.6,47,0
5,109,23,4,3,23,720.4,0,88,0,18.29,2.9,7,0
4,89,27,6,4,0,720.2,0,89,0,18.42,2.9,78,0
9,108,21,13,4,1,720.1,0,88,0,18.67,6.1,100,0
11,87,8,38,4,2,719.6,0,90,0,18.16,5.2,62,0
8,70,46,11,4,3,719.1,0,92,0,17.89,3.9,21,1
8,80,35,31,4,4,719,0,93,0,17.78,4.4,354,0
5,72,66,39,4,5,719.1,0,93,0,17.83,3.7,19,1
