O3,PM10,PM2.5,PM2.5Diff,DayWeek,Hour,PRS,RAINF,RH,SR,TOUT,WSR,WDV,CONT
13,18,15,0,7,11,724.3,0,96,0.196,6.73,4.3,15,0
22,24,15,7,7,13,722.9,0,91,0.42,10.56,3.7,356,0
24,47,22,19,7,14,722.2,0,83,0.28,11.79,3.3,316,0
26,77,41,5,7,15,721.8,0,76,0.228,12.25,3.2,39,1
19,90,36,0,7,16,721.7,0,79,0.109,11.29,4.1,78,0
15,111,36,4,7,17,721.7,0,82,0.043,10.71,6.8,108,0
8,112,32,4,7,18,722,0,87,0.006,9.89,7.4,113,0
4,105,36,17,7,19,722.3,0,88,0,9.47,6.7,124,0
5,116,53,7,7,21,723.3,0,91,0,8.7,5.3,120,1
4,129,46,23,7,22,723.6,0,92,0,8.3,5.2,107,1
4,86,23,4,7,23,723.6,0,93,0,8.19,3.7,99,0
4,56,19,14,1,0,723.3,0.01,94,0,8.16,3.7,104,0
4,51,33,12,1,1,723,0,94,0,8.1,3.7,93,0
6,44,21,15,1,2,722.8,0,95,0,8.03,3.7,79,0
5,34,6,10,1,5,722.6,0,95,0,8.07,2.3,28,0
4,29,16,5,1,6,722.9,0,96,0,8.11,2.4,55,0
4,29,11,30,1,8,723.6,0,96,0.038,8.46,2.4,26,0
15,69,41,3,1,13,723.2,0,90,0.2,12.41,4.9,86,1
19,90,38,22,1,14,722.6,0,87,0.214,12.85,5.4,93,0
19,102,60,10,1,15,722.3,0,87,0.18,12.3,7.6,115,1
21,121,50,20,1,16,722.3,0,87,0.179,12.39,7.4,110,1
21,142,70,27,1,17,722.7,0,88,0.065,12.01,6.6,113,1
16,163,43,21,1,18,723.1,0,88,0.005,11.59,5.2,112,1
9,142,22,46,1,19,723.5,0,90,0,11.17,4,135,0
6,128,68,1,1,20,724,0,91,0,11.03,2.1,161,1
3,141,69,20,1,21,724.5,0,92,0,11.36,1.2,284,1
7,121,49,33,1,22,724.9,0,92,0,11.67,3.6,109,1
5,94,16,19,1,23,725.1,0,91,0,11.55,3.2,87,0
11,84,35,20,2,0,725,0,92,0,11.29,4.1,101,0
14,73,15,16,2,1,724.7,0,92,0,11.28,5,94,0
21,31,31,25,2,3,724.3,0,94,0,10.57,5.8,121,0
15,20,6,11,2,5,724.2,0,95,0,10.51,3.7,109,0
6,27,17,2,2,6,724.6,0.02,95,0,10.32,3.6,18,0
3,29,15,1,2,7,725.1,0.02,95,0.004,10.03,4.7,4,0
4,19,14,0,2,8,725.4,0,96,0.028,9.99,4.5,345,0
6,25,14,3,2,9,725.8,0.01,96,0.064,10.18,5.6,3,0
3,56,17,17,3,8,719.7,0,96,0.103,12.5,2.8,251,0
20,69,34,10,3,11,718.7,0,73,0.6,18.51,3.6,100,0
25,130,24,23,3,12,717.6,0,69,0.663,19.69,4.8,102,0
37,180,47,8,3,13,716.4,0,70,0.659,20.68,5.5,69,1
36,194,55,28,3,14,715.5,0,72,0.6,21.35,5.8,71,1
42,122,27,11,3,15,714.7,0,71,0.484,22.13,6.5,114,0
40,126,16,8,3,16,714,0,72,0.325,22.09,8.2,98,0
31,126,8,20,3,17,713.8,0,76,0.11,21.47,9.2,106,0
17,131,28,32,3,18,713.9,0,82,0.017,20.23,8.6,96,0
8,153,60,38,3,19,714.2,0,87,0.014,18.68,5.4,71,1
4,140,22,0,3,20,714.7,0,89,0.106,17.86,3.4,41,0
3,130,22,9,3,22,714.8,0,92,0.109,17.05,1.1,329,0
2,140,31,6,3,23,714.6,0,93,0.212,16.77,1.9,351,0
2,118,37,3,4,7,715,0,93,0.22,17.31,3.2,321,0
3,173,34,28,4,8,715.7,0,92,0.258,17.23,4.3,326,0
6,173,6,73,4,9,716,0,91,0.176,17.86,5,329,0
19,120,79,40,4,10,715.9,0,85,0.339,20.99,2.8,311,1
32,119,39,21,4,11,715.5,0,77,0.647,22.28,5,71,0
44,120,60,18,4,12,714.7,0,71,0.704,23.19,7.7,122,1
50,158,42,3,4,13,713.8,0,68,0.646,24.57,8,114,1
58,159,45,9,4,14,713.1,0,66,0.557,25.66,10,112,1
67,162,36,14,4,15,712.8,0,67,0.326,25.75,10.4,106,0
63,138,50,4,4,16,712.9,0,64,0.165,25.79,8.3,96,1
52,152,46,29,4,17,713.3,0,65,0.075,25.15,7.6,103,1
20,183,75,18,4,18,713.8,0,74,0.011,23.39,6,55,1
6,219,57,17,4,19,714.7,0,77,0,22.3,4.9,19,1
6,193,40,21,4,20,715.5,0,77,0,21.85,3.3,23,0
3,140,19,23,4,21,716.1,0,79,0,21.38,2,1,0
2,223,42,21,4,22,716.6,0,80,0,21.47,4.4,336,1
13,240,21,11,4,23,717.9,0,83,0,20.01,13.1,353,0
18,99,10,5,5,1,720.1,0,85,0.013,15.86,15.5,359,0
9,69,15,6,5,2,721.5,0,84,0.398,10.64,16.2,347,0
15,37,21,12,5,4,723.1,0,82,0.508,9.81,18.9,352,0
16,77,9,2,5,5,724.3,0,80,0.044,9.64,19.8,353,0
20,37,7,2,5,17,730.3,0,64,0.057,8.31,9,3,0
20,42,5,10,5,18,730.8,0,65,0.006,7.73,9.1,6,0
21,42,15,6,5,20,731.9,0,64,0,7.19,8.3,12,0
22,29,21,3,5,21,732.1,0,64,0,6.97,7.6,359,0
22,34,18,8,5,22,732.4,0,63,0,7,7.6,353,0
29,25,10,9,6,0,731.9,0,63,0,6.79,6.7,335,0
30,19,19,10,6,2,731.1,0,60,0,6.68,7.4,349,0
30,17,9,6,6,4,730.5,0,63,0,6.27,6,358,0
10,30,15,4,6,6,730.9,0,69,0,5.99,3.7,14,0
10,59,19,4,6,7,731.3,0,73,0.008,6.12,4.4,103,0
22,74,15,5,6,8,731.9,0,68,0.039,6.43,10.5,125,0
25,63,20,14,6,9,732.5,0,69,0.09,6.38,11.1,115,0
29,67,6,2,6,10,732.7,0,65,0.194,6.81,10.4,118,0
30,58,8,34,6,11,732.4,0,64,0.204,7.39,9.7,114,0
31,68,42,30,6,12,732,0,63,0.244,7.67,9.1,110,1
34,52,12,3,6,13,731.1,0,59,0.351,8.65,8.8,119,0
33,55,15,2,6,14,730.4,0,58,0.316,9.27,8.2,133,0
30,57,13,20,6,16,729.8,0,60,0.064,8.77,8.2,135,0
28,67,33,10,6,17,729.7,0,58,0.061,8.88,7.9,142,0
27,63,23,13,6,18,729.3,0,54,0.017,8.82,8.8,131,0
21,79,10,29,6,19,729.5,0,57,0,8.65,8.1,128,0
21,80,39,18,6,20,729.8,0,60,0,8.63,7.8,126,0
28,69,21,4,6,21,729.9,0,51,0,8.6,7.5,127,0
30,51,17,0,6,22,730.1,0,50,0,8.48,7.5,119,0
24,43,17,12,6,23,730,0,61,0,7.91,6.7,79,0
31,56,5,0,7,0,729.5,0,52,0,7.47,6.2,77,0
28,36,5,2,7,2,729,0,61,0,7.16,4.6,99,0
31,32,7,12,7,3,728.7,0,61,0,7.12,5,104,0
22,31,19,3,7,4,728.5,0,62,0,6.77,4.4,44,0
16,37,16,1,7,5,728.4,0,65,0,6.38,3.9,67,0
10,51,17,11,7,6,728.2,0,69,0,5.98,4.9,95,0
8,67,28,4,7,7,728.3,0,73,0.037,6.49,5.9,119,0
14,79,24,3,7,8,728.5,0,70,0.093,6.98,7.2,114,0
24,87,21,14,7,9,728.9,0,67,0.184,7.74,6.7,99,0
31,63,7,17,7,10,729.2,0,57,0.285,8.74,7.5,108,0
40,52,24,17,7,14,726.6,0,51,0.424,12.86,9.4,108,0
40,57,7,8,7,15,726.1,0,51,0.353,13.57,9.3,116,0
34,62,15,1,7,16,725.7,0,54,0.08,13.36,10.2,120,0
31,65,14,3,7,17,725.4,0,57,0.042,13.24,9.8,95,0
31,80,11,31,7,18,725.7,0,61,0.013,12.56,8,73,0
26,83,42,12,7,19,725.7,0,64,0,12.17,6.3,74,1
23,82,54,26,7,20,725.5,0,68,0,11.32,4.9,82,1
15,105,28,15,7,21,725.7,0,70,0,11.28,3.6,37,0
14,85,13,13,7,22,726.1,0,70,0,11.47,3.8,345,0
5,88,26,19,7,23,727.1,0,69,0,11.85,3.8,273,0
7,107,45,19,1,0,726.4,0,70,0,11.74,3,33,1
8,94,26,3,1,1,725.5,0,72,0,11.47,2.6,99,0
13,84,29,24,1,2,724.9,0,75,0,10.95,2.8,39,0
5,66,5,22,1,3,724.1,0,77,0,10.73,2.9,72,0
4,91,27,16,1,4,723.6,0,80,0,10.74,4.6,126,0
9,77,43,10,1,5,723.3,0,79,0,10.79,7.1,122,1
20,86,33,27,1,6,723.5,0,78,0,10.9,7.1,117,0
20,61,6,24,1,7,724,0,79,0.006,10.8,4.9,92,0
25,62,30,1,1,9,724.5,0,79,0.08,11.23,4.9,97,0
27,64,31,12,1,11,724,0,72,0.271,14.43,3.5,336,0
32,76,19,19,1,12,723.1,0,69,0.317,15.18,4.1,17,0
39,95,38,31,1,13,721.9,0,68,0.234,15.29,4.3,86,0
36,86,7,24,1,14,720.9,0,68,0.297,15.67,5.6,74,0
31,88,31,5,1,16,719.9,0,70,0.171,15.39,6.3,75,0
27,80,26,2,1,17,719.8,0,75,0.052,14.35,5.9,82,0
23,82,28,9,1,18,719.7,0,80,0.009,13.5,6.8,106,0
18,78,37,1,1,19,720,0,82,0,13.06,5.3,116,0
8,89,36,31,1,20,720.9,0.05,86,0,12.33,4.1,136,0
3,100,67,4,1,21,720.8,0.04,90,0,12.05,4.3,103,1
2,103,63,13,1,22,720.1,0.01,93,0.001,11.97,3.4,164,1
3,99,50,2,1,23,719.6,0,94,0.002,12.31,2.3,212,1
3,91,52,3,2,0,718.8,0,93,0,12.46,3.7,85,1
6,87,49,3,2,1,718.6,0,94,0,11.41,3.9,74,1
9,92,46,8,2,2,718.3,0,95,0,11.3,2.2,314,1
5,86,54,32,2,3,717.8,0.01,95,0.121,11.56,2.5,321,1
4,49,22,8,2,9,717.8,0,94,0.158,15.06,3.3,130,0
45,86,14,3,2,14,715.3,0,64,0.455,22.19,10.5,99,0
41,86,11,2,2,15,715,0,64,0.304,22.14,11.6,101,0
38,92,13,4,2,16,715,0,64,0.142,21.83,12.2,105,0
30,92,17,7,2,17,715.3,0,68,0.036,21.27,10.2,97,0
16,110,10,12,2,18,715.8,0,69,0.008,20.11,6.7,75,0
9,105,22,9,2,19,716.3,0,71,0,19.49,6.6,87,0
8,105,13,12,2,20,716.9,0,75,0,19.13,7.2,106,0
12,135,25,3,2,21,717.3,0,80,0,18.71,7.2,97,0
14,114,28,9,2,22,717.9,0,84,0,18.26,8.4,101,0
19,80,19,6,2,23,718.2,0,87,0,17.82,8.5,124,0
21,49,13,8,3,0,718.2,0,89,0,17.37,7.6,115,0
22,26,5,8,3,1,718.3,0,90,0,16.96,3.1,115,0
19,31,13,4,3,4,717.8,0,88,0,16.19,5.6,323,0
13,29,9,2,3,5,718.1,0,89,0,16.01,6.4,355,0
7,45,11,5,3,6,718.6,0,90,0,15.84,4.8,359,0
5,62,16,3,3,7,719.1,0,90,0.006,15.93,5.5,344,0
8,78,19,4,3,8,719.5,0,89,0.064,16.15,6.6,2,0
9,85,15,9,3,9,720.2,0,90,0.061,16.38,5.5,8,0
14,69,6,13,3,10,720.5,0,87,0.065,16.65,6.2,8,0
12,61,19,1,3,11,720.5,0.01,89,0.077,16.1,6.3,103,0
13,50,18,4,3,12,720.3,0.08,93,0.075,15.76,6,123,0
12,30,14,3,3,13,719.8,0.02,94,0.06,15.82,5.8,109,0
14,54,11,9,3,14,719.5,0.02,94,0.073,16.02,7.4,130,0
13,58,20,10,3,15,719.4,0.04,94,0.067,15.97,6.9,124,0
12,42,30,7,3,16,719.6,0,94,0.006,15.88,6,122,0
7,36,23,5,3,17,720.1,0.22,93,0.003,15.26,3.9,124,0
6,40,18,2,3,18,720.5,0.14,94,0.001,14.62,3.9,338,0
3,41,20,13,3,19,720.9,0.19,95,0,14.63,4.2,327,0
3,41,33,4,3,20,721.5,0.34,96,0,14.58,2.6,61,0
5,50,37,32,3,21,722,0.11,96,0,14.62,4.8,105,0
17,46,5,2,3,22,722.3,0.01,96,0,14.31,5.9,121,0
18,21,7,5,4,2,721.1,0.16,95,0.04,13.25,4.1,277,0
21,36,12,1,4,3,721.1,0.03,95,0.056,13.16,3,309,0
16,26,11,1,4,4,721.2,0,95,0.049,13.16,1.8,197,0
7,29,10,27,4,5,721.6,0,95,0.035,13.38,2.1,154,0
2,37,37,12,4,6,722.4,0,95,0.01,13.65,2.2,212,0
4,41,25,9,4,7,723,0,95,0.019,14.04,4.1,325,0
7,44,16,2,4,8,723.8,0,94,0.034,14.19,2.7,332,0
11,39,14,9,4,9,724.5,0,93,0.068,14.32,4.8,353,0
12,41,5,1,4,10,724.4,0,91,0.203,15.57,3.8,307,0
22,41,6,2,4,11,724.1,0,84,0.351,16.91,4.2,353,0
25,26,8,17,4,12,723.7,0,79,0.371,17.64,5,10,0
28,58,25,16,4,13,723.4,0,77,0.312,17.72,6.1,21,0
31,53,9,6,4,14,723,0,72,0.38,18.56,5.2,11,0
30,57,15,2,4,16,723,0,68,0.137,18.48,7.1,27,0
25,42,17,5,4,17,723.4,0,71,0.04,17.2,7.7,27,0
15,54,12,14,4,18,723.5,0,75,0.008,16.44,2.2,38,0
3,85,26,11,4,20,723.9,0,75,0,15.72,3.3,20,0
10,125,15,3,4,22,724.2,0,86,0,14.23,4.4,127,0
4,70,12,8,4,23,724,0,88,0.009,13.19,1.8,249,0
2,88,20,7,5,0,723.8,0,90,0,13.12,3.1,321,0
2,115,27,6,5,1,723.6,0,92,0.002,12.11,1.1,331,0
2,116,33,26,5,2,723.4,0,93,0.012,11.61,1.1,351,0
2,109,7,23,5,3,723.2,0,94,0.02,11.45,4,354,0
3,80,30,9,5,4,722.9,0,95,0.013,10.92,2.1,335,0
3,48,21,6,5,5,722.7,0,96,0.01,10.8,3,313,0
2,36,15,2,5,6,723,0,96,0,10.49,3.7,334,0
3,65,13,5,5,7,723.5,0,96,0.061,9.95,4.2,318,0
7,112,18,12,5,8,724,0,96,0.174,10.68,4,343,0
14,68,6,14,5,9,724,0,95,0.41,14.26,4.2,43,0
21,99,20,14,5,10,723.6,0,89,0.576,16.76,4.1,11,0
30,68,6,3,5,11,723,0,71,0.692,18.63,5,5,0
38,59,9,8,5,12,722.1,0,60,0.735,20.86,4,12,0
46,58,17,12,5,13,721.2,0,56,0.721,21.29,6.3,93,0
53,78,29,22,5,14,720.5,0,50,0.647,22.69,5.3,102,0
54,70,7,32,5,15,719.9,0,49,0.533,23.17,7.8,103,0
54,75,39,18,5,16,719.6,0,52,0.355,22.34,9.8,119,0
58,92,21,21,5,17,719.5,0,55,0.157,21.59,10.5,127,0
54,113,42,10,5,18,719.9,0,59,0.018,20.34,10.2,129,1
44,122,52,7,5,19,720.4,0,62,0,19.41,8.4,126,1
34,137,45,9,5,20,720.8,0,63,0,18.83,7.6,115,1
29,152,36,11,5,21,721,0,66,0,18.14,8.1,104,0
28,197,47,16,5,22,720.9,0,68,0,17.37,4.6,113,1
27,146,31,3,5,23,720.3,0,69,0,17.21,5.4,111,0
24,108,34,12,6,0,720,0,71,0,16.23,2.9,115,0
15,84,22,10,6,1,720,0,74,0,15.61,1.4,10,0
5,103,32,16,6,2,719.6,0,80,0,14.77,3.8,355,0
9,86,16,24,6,3,719.4,0,83,0,14.52,0.9,319,0
6,67,40,27,6,4,719.3,0,83,0,14.56,0.9,303,0
5,75,13,20,6,5,719.7,0,81,0,14.86,1.6,295,0
3,82,33,1,6,6,720.2,0,80,0,15.08,1.5,127,0
3,131,32,8,6,7,720.6,0,81,0.011,14.96,1.6,265,0
3,184,40,5,6,8,721.6,0.03,83,0.022,15.14,1.6,244,0
4,116,35,12,6,9,721.8,0,87,0.074,15.25,2.6,269,0
7,114,47,13,6,10,721.9,0.02,86,0.119,15.93,5.1,312,1
16,98,34,17,6,11,721.6,0,85,0.175,16.08,4.5,323,0
31,60,17,25,6,13,720.1,0,73,0.202,17.85,4.1,316,0
27,63,42,2,6,14,719.9,0.04,75,0.068,15.92,0.9,0,1
20,63,44,5,6,15,720,0.06,81,0.062,15.05,1.8,122,1
22,81,39,30,6,16,719.8,0.03,85,0.154,15.51,3.5,88,0
24,83,9,24,6,17,719.8,0,77,0.172,17.47,3.4,19,0
17,58,33,9,6,18,720,0,72,0.036,17.15,2.6,7,0
3,70,24,2,6,19,720.5,0,79,0.04,15.05,2.5,24,0
3,68,26,12,6,20,720.9,0,81,0.062,14.58,1.7,317,0
3,83,38,10,6,21,721.4,0,83,0.076,14.7,2.3,213,0
30,60,28,3,3,14,720.7,0,82,0.264,19.44,10.2,86,0
8,68,25,8,4,11,720.9,0,95,0.25,18.7,5.3,347,0
15,65,17,5,4,12,720.3,0,90,0.287,19.99,5.2,8,0
22,76,22,16,4,13,719.6,0,85,0.269,20.79,4.1,18,0
30,63,6,0,4,14,719,0,79,0.352,22.19,4.9,79,0
27,89,6,15,4,16,718,0,72,0.257,23.03,5.5,115,0
31,74,21,15,4,17,717.9,0,73,0.168,22.86,4.9,121,0
26,127,36,17,4,18,717.9,0,78,0.019,21.56,6,117,0
17,186,53,21,4,19,718.2,0,83,0.294,20.44,7.4,116,1
11,191,32,36,4,20,718.6,0,87,0.23,19.71,5.9,122,0
3,234,68,2,5,1,718.5,0,94,0.371,17.4,0.9,346,1
4,394,70,13,5,8,718.5,0,94,0.517,18.83,0.9,136,1
5,388,57,3,5,9,718.6,0,90,0.188,20.63,0.9,12,1
13,346,54,10,5,10,718.5,0,81,0.344,22.3,2.5,353,1
25,184,44,46,5,11,718.1,0,74,0.435,23.87,4.3,77,1
31,168,90,31,5,12,717.7,0,74,0.382,23.5,6.6,58,1
44,184,59,21,5,13,717.3,0,71,0.493,24.13,7.5,93,1
41,138,38,8,5,14,716.8,0,72,0.457,24.04,10.3,108,0
31,127,30,10,5,15,716.5,0,71,0.377,23.96,11,99,0
28,146,40,13,5,16,716.6,0,72,0.219,23.5,10.8,111,0
27,126,27,9,5,17,716.8,0,74,0.093,23.06,8.5,117,0
15,139,18,23,5,18,717.1,0,78,0.011,22.19,7.1,84,0
4,132,41,2,5,19,717.6,0,84,0,21.19,6,84,1
6,140,43,8,5,20,718.1,0,86,0,20.94,7.9,102,1
4,115,35,3,5,21,718.5,0,87,0,20.59,8.9,103,0
10,152,38,18,5,22,718.7,0,86,0,20.93,9.7,114,0
12,86,20,9,5,23,718.6,0,86,0,20.82,10.1,111,0
13,72,29,7,6,0,718.7,0,90,0,20.2,8.6,107,0
11,64,22,11,6,1,718.8,0,93,0,19.81,3.9,92,0
7,65,33,15,6,2,718.7,0,94,0,19.67,2,56,0
6,119,18,17,6,3,718.3,0,95,0,19.32,2.1,29,0
5,119,35,4,6,4,718.3,0,95,0,19.2,2,49,0
3,105,31,8,6,5,718.8,0,96,0,19.15,2.2,56,0
2,110,39,13,6,6,719.4,0,96,0,19.01,1.2,88,0
3,160,26,35,6,7,719.7,0,96,0.042,19.36,2.3,321,0
4,169,61,53,6,8,720.1,0,94,0.13,20.63,0.9,22,1
7,160,8,53,6,9,720.6,0,89,0.256,22.24,1.1,21,0
11,237,61,2,6,10,720.8,0,82,0.247,22.91,4.6,110,1
19,243,63,9,6,11,720.7,0,80,0.266,22.94,7.5,110,1
30,146,54,17,6,12,720.6,0,82,0.276,22.72,9.2,108,1
33,153,37,23,6,13,720,0,80,0.237,23.12,8.8,112,0
33,140,60,7,6,14,719.7,0,80,0.123,23.05,6.9,112,1
37,184,53,11,6,15,719.6,0,78,0.284,24.08,3.8,78,1
38,161,42,30,6,16,719.3,0,74,0.141,24.48,6.6,106,1
27,166,72,8,6,17,719.6,0,76,0.06,23.64,6.3,97,1
20,144,80,4,6,18,719.5,0,79,0.012,22.89,7.4,127,1
11,177,76,7,6,19,720,0,84,0,22.16,4.6,82,1
4,187,69,12,6,20,720.5,0,86,0,21.9,3.9,70,1
9,174,57,17,6,21,720.9,0,87,0,21.66,6.6,86,1
11,128,74,17,6,22,720.9,0.04,92,0,20.7,7.7,100,1
4,75,57,24,6,23,720.8,0.05,94,0,20.07,4.6,16,1
7,80,33,27,7,0,720.7,0.12,95,0,19.36,5.2,335,0
10,44,6,5,7,1,720.8,0.05,96,0.001,18.25,8.1,359,0
13,22,11,3,7,4,720.1,0.04,95,0.017,16.2,9.2,346,0
11,23,8,0,7,6,720.6,0.13,96,0.013,15.67,6.6,327,0
24,21,8,10,7,12,721.1,0,82,0.235,20.29,3.6,68,0
24,33,18,0,7,13,720.2,0,81,0.214,20.28,3.9,34,0
25,44,18,2,7,14,719.3,0,81,0.135,20.37,4.4,38,0
30,44,16,32,7,15,718.9,0,78,0.321,21.59,3.9,38,0
36,58,48,8,7,17,718.7,0,74,0.07,22.52,3.7,118,1
24,94,40,20,7,18,719.2,0.08,79,0.005,20.7,3.1,106,0
10,86,20,11,7,19,719.6,0.04,88,0,18.91,2.7,73,0
10,53,9,20,7,20,719.9,0,92,0.013,18.96,5.8,98,0
9,65,29,4,7,21,720.5,0,93,0.006,18.72,6.2,113,0
8,51,25,13,7,22,720.7,0,94,0,18.63,5.9,124,0
6,60,38,32,7,23,720.5,0,95,0.015,18.42,6.2,124,0
8,50,6,17,1,0,720.3,0,95,0.038,18.12,5.7,111,0
15,45,23,9,1,1,720.4,0,96,0,18.01,7.1,119,0
17,27,14,9,1,2,720.3,0,96,0,17.84,6.1,108,0
15,43,5,43,1,4,720.2,0,96,0,17.53,1.5,74,0
12,53,48,16,1,6,720.8,0,96,0,17.6,0.9,54,1
8,54,32,21,1,7,721.1,0,96,0.021,17.79,2,347,0
10,59,11,25,1,8,721.5,0,96,0.189,19.48,3.4,319,0
16,67,36,21,1,9,721.7,0,90,0.311,21.33,3.4,321,0
28,71,15,6,1,10,721.6,0,77,0.551,23.61,2.4,356,0
37,94,21,14,1,11,721.2,0,70,0.694,24.46,6.2,348,0
46,57,7,5,1,14,719.1,0,41,0.652,29.15,6.6,36,0
49,39,12,39,1,15,718.7,0,41,0.434,29.35,6.1,104,0
43,54,51,1,1,16,718.7,0,57,0.324,27.39,13.9,111,1
42,104,50,3,1,17,718.9,0,65,0.201,26.1,14.8,119,1
32,88,53,26,1,18,719.4,0,70,0.028,24.5,14.3,116,1
24,101,27,13,1,19,720.1,0,75,0,23.32,11.7,121,0
22,83,40,14,1,20,720.8,0,78,0,22.67,9.1,126,0
17,95,26,7,1,21,721.4,0,78,0,22.34,6.7,123,0
11,101,33,4,1,22,721.8,0,79,0,21.91,4.9,127,0
7,140,37,31,1,23,721.9,0,81,0,21.14,2.1,146,0
7,127,68,43,2,0,721.7,0,83,0,20.44,1.2,216,1
10,116,25,1,2,1,721.5,0,85,0,19.86,1.1,182,0
8,80,24,16,2,2,721.4,0,88,0.028,18.84,2.1,17,0
11,86,8,18,2,3,721.4,0,91,0.062,17.72,0.9,279,0
3,65,26,14,2,4,721.2,0,92,0.112,18.05,1.7,281,0
3,105,40,20,2,5,721.3,0,92,0.104,17.57,0.9,260,0
3,128,20,36,2,6,721.5,0,93,0.04,17.16,0.9,154,0
3,221,56,49,2,7,721.9,0,92,0.082,18.01,0.9,34,1
6,494,7,26,2,8,722.2,0,84,0.241,22.23,0.9,57,0
15,318,33,40,2,9,722.3,0,69,0.421,25.28,1.5,83,0
34,341,73,45,2,10,722.2,0,62,0.576,24.96,5.4,125,1
52,197,28,19,2,11,721.9,0,59,0.683,25.92,6.9,108,0
56,153,9,8,2,12,721.2,0,54,0.744,27.11,7.7,107,0
59,130,17,7,2,13,720.5,0,51,0.695,27.96,10.3,106,0
61,98,24,2,2,14,719.8,0,44,0.683,28.63,11.6,125,0
45,105,22,25,2,15,719.3,0,45,0.535,28.61,12.9,111,0
39,83,47,24,2,16,719,0,44,0.379,28.51,12.9,127,1
35,83,23,11,2,17,718.9,0,45,0.199,27.96,13.5,122,0
32,74,34,13,2,18,718.9,0,44,0.031,27.07,13.1,116,0
19,93,21,5,2,19,719.2,0,49,0,25.79,10.3,112,0
20,129,26,20,2,20,719.5,0,53,0,24.89,11.6,110,0
21,104,6,1,2,21,720.1,0,56,0,23.92,12.6,108,0
26,139,7,28,2,22,720.7,0,63,0,21.99,15.1,101,0
17,97,35,27,3,0,720.7,0,75,0.001,18.74,4.2,47,0
20,78,8,25,3,1,720.5,0,77,0.003,17.83,4.5,23,0
17,62,33,6,3,2,719.9,0,78,0.003,17.24,4.2,40,0
18,59,27,14,3,3,719.6,0,78,0.002,16.9,3.2,353,0
14,60,13,4,3,4,719.4,0,77,0.004,16.8,3.1,340,0
3,101,9,52,3,6,719.5,0,75,0.005,16.39,3.7,299,0
10,151,61,49,3,8,720,0,64,0.257,19.85,5.7,321,1
22,135,12,1,3,9,720,0,59,0.436,21.54,6.3,314,0
33,119,11,45,3,10,719.7,0,56,0.589,23.82,5.2,352,0
43,108,56,37,3,11,719.4,0,53,0.701,25.7,5.7,38,1
54,86,19,7,3,12,719,0,50,0.75,27.16,5.4,65,0
54,87,12,30,3,13,718.3,0,48,0.738,27.8,6.8,76,0
40,90,42,31,3,14,717.8,0,47,0.669,28.79,7.6,95,1
40,82,11,12,3,15,717.5,0,47,0.548,28.84,9.3,104,0
58,69,23,47,3,16,717.1,0,47,0.384,28.92,11.9,120,0
46,126,70,24,3,17,717,0,48,0.207,28.58,13,124,1
32,91,46,34,3,18,717.2,0,53,0.032,27.43,12.9,117,1
18,125,12,1,3,19,717.8,0,59,0,25.72,9,96,0
14,137,13,23,3,20,718.2,0,60,0,25.16,9.8,107,0
19,143,36,18,3,21,718.7,0,72,0,22.98,14.1,104,0
22,145,18,8,3,22,719,0,79,0,21.22,13.2,106,0
23,112,26,17,3,23,718.9,0,83,0,19.94,11.2,113,0
21,54,9,3,4,1,718.4,0,90,0,18.42,6.8,100,0
22,55,12,19,4,2,717.9,0,91,0,18.11,5.2,97,0
19,47,31,4,4,3,717.3,0,92,0,17.96,3.7,21,0
17,90,27,9,4,4,716.8,0,93,0,17.92,4.7,323,0
12,82,36,14,4,5,716.6,0,93,0,17.9,5.3,322,0
5,71,22,35,4,6,716.9,0,94,0,17.73,5.5,331,0
5,140,57,31,4,7,717.2,0,94,0.024,17.49,6.2,316,1
9,114,26,13,4,8,717.6,0,92,0.203,19.1,6.9,314,0
17,116,13,35,4,9,717.8,0,83,0.371,21.76,5.4,3,0
23,158,48,7,4,10,717.8,0,78,0.575,22.88,6.1,57,1
21,137,55,5,4,11,717.7,0,76,0.535,22.95,8.4,88,1
23,158,60,38,4,12,717.4,0,80,0.488,21.89,9.1,84,1
28,103,22,16,4,13,716.9,0,76,0.501,22.92,9.4,86,0
28,91,6,0,4,14,716.6,0,75,0.418,23.14,8.7,81,0
29,89,6,74,4,15,716.1,0,74,0.375,23.23,9,89,0
46,104,80,27,4,16,715.8,0,74,0.318,23.14,9.9,109,1
42,128,53,22,4,17,715.6,0,74,0.182,23.31,10.3,112,1
40,137,75,2,4,18,715.7,0,78,0.035,22.39,10,110,1
41,148,77,51,4,19,716,0,80,0,21.96,7.6,106,1
30,169,26,29,4,20,716.5,0,81,0,21.73,6.4,111,0
17,182,55,19,4,21,717,0,83,0,21.44,5.8,106,1
7,181,74,21,4,22,717.2,0,86,0,20.38,1.9,35,1
7,164,53,31,4,23,717.5,0,87,0,20.91,4.7,8,1
9,146,22,15,5,0,718.1,0,86,0,20.72,6.7,357,0
16,97,7,1,5,1,717.7,0,85,0,20.97,3,235,0
13,69,8,31,5,2,716.8,0,84,0,21.09,3.9,205,0
7,77,39,23,5,3,716.2,0,85,0,20.49,4.6,207,0
3,108,62,28,5,4,716,0,87,0,19.89,3.3,212,1
7,134,34,30,5,5,716.2,0,87,0,19.81,4.6,314,0
7,118,64,44,5,6,716.8,0,88,0.001,19.22,6.1,324,1
